"epoch","denim-frost-166 - _step","denim-frost-166 - _step__MIN","denim-frost-166 - _step__MAX","denim-frost-166 - train/loss_epoch","denim-frost-166 - train/loss_epoch__MIN","denim-frost-166 - train/loss_epoch__MAX","gallant-sun-165 - _step","gallant-sun-165 - _step__MIN","gallant-sun-165 - _step__MAX","gallant-sun-165 - train/loss_epoch","gallant-sun-165 - train/loss_epoch__MIN","gallant-sun-165 - train/loss_epoch__MAX","warm-elevator-164 - _step","warm-elevator-164 - _step__MIN","warm-elevator-164 - _step__MAX","warm-elevator-164 - train/loss_epoch","warm-elevator-164 - train/loss_epoch__MIN","warm-elevator-164 - train/loss_epoch__MAX","fresh-darkness-163 - _step","fresh-darkness-163 - _step__MIN","fresh-darkness-163 - _step__MAX","fresh-darkness-163 - train/loss_epoch","fresh-darkness-163 - train/loss_epoch__MIN","fresh-darkness-163 - train/loss_epoch__MAX","whole-eon-162 - _step","whole-eon-162 - _step__MIN","whole-eon-162 - _step__MAX","whole-eon-162 - train/loss_epoch","whole-eon-162 - train/loss_epoch__MIN","whole-eon-162 - train/loss_epoch__MAX","treasured-bush-159 - _step","treasured-bush-159 - _step__MIN","treasured-bush-159 - _step__MAX","treasured-bush-159 - train/loss_epoch","treasured-bush-159 - train/loss_epoch__MIN","treasured-bush-159 - train/loss_epoch__MAX","trim-water-158 - _step","trim-water-158 - _step__MIN","trim-water-158 - _step__MAX","trim-water-158 - train/loss_epoch","trim-water-158 - train/loss_epoch__MIN","trim-water-158 - train/loss_epoch__MAX","rose-fog-156 - _step","rose-fog-156 - _step__MIN","rose-fog-156 - _step__MAX","rose-fog-156 - train/loss_epoch","rose-fog-156 - train/loss_epoch__MIN","rose-fog-156 - train/loss_epoch__MAX","kind-durian-155 - _step","kind-durian-155 - _step__MIN","kind-durian-155 - _step__MAX","kind-durian-155 - train/loss_epoch","kind-durian-155 - train/loss_epoch__MIN","kind-durian-155 - train/loss_epoch__MAX","distinctive-disco-153 - _step","distinctive-disco-153 - _step__MIN","distinctive-disco-153 - _step__MAX","distinctive-disco-153 - train/loss_epoch","distinctive-disco-153 - train/loss_epoch__MIN","distinctive-disco-153 - train/loss_epoch__MAX","crisp-field-152 - _step","crisp-field-152 - _step__MIN","crisp-field-152 - _step__MAX","crisp-field-152 - train/loss_epoch","crisp-field-152 - train/loss_epoch__MIN","crisp-field-152 - train/loss_epoch__MAX","stoic-jazz-100 - _step","stoic-jazz-100 - _step__MIN","stoic-jazz-100 - _step__MAX","stoic-jazz-100 - train/loss_epoch","stoic-jazz-100 - train/loss_epoch__MIN","stoic-jazz-100 - train/loss_epoch__MAX"
"135","543","543","543","0.38243699073791504","0.38243699073791504","0.38243699073791504","543","543","543","0.38831546902656555","0.38831546902656555","0.38831546902656555","543","543","543","0.42274919152259827","0.42274919152259827","0.42274919152259827","10905","10905","10905","0.7344574928283691","0.7344574928283691","0.7344574928283691","10905","10905","10905","0.738121747970581","0.738121747970581","0.738121747970581","10905","10905","10905","0.5444914698600769","0.5444914698600769","0.5444914698600769","10905","10905","10905","0.6352425813674927","0.6352425813674927","0.6352425813674927","10905","10905","10905","0.9790350794792175","0.9790350794792175","0.9790350794792175","10905","10905","10905","0.7413761019706726","0.7413761019706726","0.7413761019706726","543","543","543","0.45443472266197205","0.45443472266197205","0.45443472266197205","10905","10905","10905","0.5739086866378784","0.5739086866378784","0.5739086866378784","10905","10905","10905","0.7362186908721924","0.7362186908721924","0.7362186908721924"
"136","547","547","547","0.38570719957351685","0.38570719957351685","0.38570719957351685","547","547","547","0.38253092765808105","0.38253092765808105","0.38253092765808105","547","547","547","0.42190468311309814","0.42190468311309814","0.42190468311309814","10985","10985","10985","0.7364934086799622","0.7364934086799622","0.7364934086799622","10985","10985","10985","0.7362037301063538","0.7362037301063538","0.7362037301063538","10985","10985","10985","0.5426254868507385","0.5426254868507385","0.5426254868507385","10985","10985","10985","0.6315264701843262","0.6315264701843262","0.6315264701843262","10985","10985","10985","0.9791406393051147","0.9791406393051147","0.9791406393051147","10985","10985","10985","0.7408100962638855","0.7408100962638855","0.7408100962638855","547","547","547","0.45737454295158386","0.45737454295158386","0.45737454295158386","10985","10985","10985","0.5714835524559021","0.5714835524559021","0.5714835524559021","10985","10985","10985","0.7326765656471252","0.7326765656471252","0.7326765656471252"
"137","551","551","551","0.3869689106941223","0.3869689106941223","0.3869689106941223","551","551","551","0.38602620363235474","0.38602620363235474","0.38602620363235474","551","551","551","0.4248356223106384","0.4248356223106384","0.4248356223106384","11065","11065","11065","0.7288587689399719","0.7288587689399719","0.7288587689399719","11065","11065","11065","0.7258835434913635","0.7258835434913635","0.7258835434913635","11065","11065","11065","0.5318456888198853","0.5318456888198853","0.5318456888198853","11065","11065","11065","0.6229933500289917","0.6229933500289917","0.6229933500289917","11065","11065","11065","0.9688758850097656","0.9688758850097656","0.9688758850097656","11065","11065","11065","0.7283931374549866","0.7283931374549866","0.7283931374549866","551","551","551","0.4590546190738678","0.4590546190738678","0.4590546190738678","11065","11065","11065","0.5635589361190796","0.5635589361190796","0.5635589361190796","11065","11065","11065","0.7260825634002686","0.7260825634002686","0.7260825634002686"
"138","555","555","555","0.38189101219177246","0.38189101219177246","0.38189101219177246","555","555","555","0.37827253341674805","0.37827253341674805","0.37827253341674805","555","555","555","0.41888394951820374","0.41888394951820374","0.41888394951820374","11145","11145","11145","0.7295899987220764","0.7295899987220764","0.7295899987220764","11145","11145","11145","0.730517566204071","0.730517566204071","0.730517566204071","11145","11145","11145","0.5378432869911194","0.5378432869911194","0.5378432869911194","11145","11145","11145","0.6246395111083984","0.6246395111083984","0.6246395111083984","11145","11145","11145","0.976677656173706","0.976677656173706","0.976677656173706","11145","11145","11145","0.7324857115745544","0.7324857115745544","0.7324857115745544","555","555","555","0.4462548792362213","0.4462548792362213","0.4462548792362213","11145","11145","11145","0.5669469833374023","0.5669469833374023","0.5669469833374023","11145","11145","11145","0.7298519611358643","0.7298519611358643","0.7298519611358643"
"139","559","559","559","0.38535168766975403","0.38535168766975403","0.38535168766975403","559","559","559","0.3798711597919464","0.3798711597919464","0.3798711597919464","559","559","559","0.41608285903930664","0.41608285903930664","0.41608285903930664","11227","11227","11227","0.7186108827590942","0.7186108827590942","0.7186108827590942","11227","11227","11227","0.7262547612190247","0.7262547612190247","0.7262547612190247","11227","11227","11227","0.5332955718040466","0.5332955718040466","0.5332955718040466","11227","11227","11227","0.6175217032432556","0.6175217032432556","0.6175217032432556","11227","11227","11227","0.9676989912986755","0.9676989912986755","0.9676989912986755","11227","11227","11227","0.7233864665031433","0.7233864665031433","0.7233864665031433","559","559","559","0.44744277000427246","0.44744277000427246","0.44744277000427246","11227","11227","11227","0.5575752258300781","0.5575752258300781","0.5575752258300781","11227","11227","11227","0.7181920409202576","0.7181920409202576","0.7181920409202576"
"140","563","563","563","0.3809710144996643","0.3809710144996643","0.3809710144996643","563","563","563","0.37556812167167664","0.37556812167167664","0.37556812167167664","563","563","563","0.41570910811424255","0.41570910811424255","0.41570910811424255","11307","11307","11307","0.7176770567893982","0.7176770567893982","0.7176770567893982","11307","11307","11307","0.7219944000244141","0.7219944000244141","0.7219944000244141","11307","11307","11307","0.5273758769035339","0.5273758769035339","0.5273758769035339","11307","11307","11307","0.6143153309822083","0.6143153309822083","0.6143153309822083","11307","11307","11307","0.9697853922843933","0.9697853922843933","0.9697853922843933","11307","11307","11307","0.7203319668769836","0.7203319668769836","0.7203319668769836","563","563","563","0.4436577260494232","0.4436577260494232","0.4436577260494232","11307","11307","11307","0.5559952259063721","0.5559952259063721","0.5559952259063721","11307","11307","11307","0.7114144563674927","0.7114144563674927","0.7114144563674927"
"141","567","567","567","0.3804817497730255","0.3804817497730255","0.3804817497730255","567","567","567","0.37994277477264404","0.37994277477264404","0.37994277477264404","567","567","567","0.42075473070144653","0.42075473070144653","0.42075473070144653","11387","11387","11387","0.7088994383811951","0.7088994383811951","0.7088994383811951","11387","11387","11387","0.7122687697410583","0.7122687697410583","0.7122687697410583","11387","11387","11387","0.5260488390922546","0.5260488390922546","0.5260488390922546","11387","11387","11387","0.6045447587966919","0.6045447587966919","0.6045447587966919","11387","11387","11387","0.9786424040794373","0.9786424040794373","0.9786424040794373","11387","11387","11387","0.7180842757225037","0.7180842757225037","0.7180842757225037","567","567","567","0.45221516489982605","0.45221516489982605","0.45221516489982605","11387","11387","11387","0.5461159348487854","0.5461159348487854","0.5461159348487854","11387","11387","11387","0.7135216593742371","0.7135216593742371","0.7135216593742371"
"142","571","571","571","0.3793336749076843","0.3793336749076843","0.3793336749076843","571","571","571","0.3792669177055359","0.3792669177055359","0.3792669177055359","571","571","571","0.4159935414791107","0.4159935414791107","0.4159935414791107","11467","11467","11467","0.7060134410858154","0.7060134410858154","0.7060134410858154","11467","11467","11467","0.7105113863945007","0.7105113863945007","0.7105113863945007","11467","11467","11467","0.517933189868927","0.517933189868927","0.517933189868927","11467","11467","11467","0.6020501852035522","0.6020501852035522","0.6020501852035522","11467","11467","11467","0.9723864793777466","0.9723864793777466","0.9723864793777466","11467","11467","11467","0.7088870406150818","0.7088870406150818","0.7088870406150818","571","571","571","0.4477822780609131","0.4477822780609131","0.4477822780609131","11467","11467","11467","0.5448048710823059","0.5448048710823059","0.5448048710823059","11467","11467","11467","0.7070373296737671","0.7070373296737671","0.7070373296737671"
"143","575","575","575","0.37197479605674744","0.37197479605674744","0.37197479605674744","575","575","575","0.3723660111427307","0.3723660111427307","0.3723660111427307","575","575","575","0.40787598490715027","0.40787598490715027","0.40787598490715027","11547","11547","11547","0.7001916170120239","0.7001916170120239","0.7001916170120239","11547","11547","11547","0.7040228247642517","0.7040228247642517","0.7040228247642517","11547","11547","11547","0.5149220824241638","0.5149220824241638","0.5149220824241638","11547","11547","11547","0.5924327969551086","0.5924327969551086","0.5924327969551086","11547","11547","11547","0.9644336700439453","0.9644336700439453","0.9644336700439453","11547","11547","11547","0.699429452419281","0.699429452419281","0.699429452419281","575","575","575","0.44235631823539734","0.44235631823539734","0.44235631823539734","11547","11547","11547","0.5383208394050598","0.5383208394050598","0.5383208394050598","11547","11547","11547","0.6979025602340698","0.6979025602340698","0.6979025602340698"
"144","579","579","579","0.3775177001953125","0.3775177001953125","0.3775177001953125","579","579","579","0.3775589168071747","0.3775589168071747","0.3775589168071747","579","579","579","0.4154193699359894","0.4154193699359894","0.4154193699359894","11627","11627","11627","0.6951088309288025","0.6951088309288025","0.6951088309288025","11627","11627","11627","0.702132523059845","0.702132523059845","0.702132523059845","11627","11627","11627","0.51832515001297","0.51832515001297","0.51832515001297","11627","11627","11627","0.5917930603027344","0.5917930603027344","0.5917930603027344","11627","11627","11627","0.9687256813049316","0.9687256813049316","0.9687256813049316","11627","11627","11627","0.7002159953117371","0.7002159953117371","0.7002159953117371","579","579","579","0.44916823506355286","0.44916823506355286","0.44916823506355286","11627","11627","11627","0.5388868451118469","0.5388868451118469","0.5388868451118469","11627","11627","11627","0.6950364708900452","0.6950364708900452","0.6950364708900452"
"145","583","583","583","0.3756983280181885","0.3756983280181885","0.3756983280181885","583","583","583","0.3758498728275299","0.3758498728275299","0.3758498728275299","583","583","583","0.4138808846473694","0.4138808846473694","0.4138808846473694","11707","11707","11707","0.6896368265151978","0.6896368265151978","0.6896368265151978","11707","11707","11707","0.6925320029258728","0.6925320029258728","0.6925320029258728","11707","11707","11707","0.5128012895584106","0.5128012895584106","0.5128012895584106","11707","11707","11707","0.589691162109375","0.589691162109375","0.589691162109375","11707","11707","11707","0.9655975699424744","0.9655975699424744","0.9655975699424744","11707","11707","11707","0.6888582706451416","0.6888582706451416","0.6888582706451416","583","583","583","0.4464833736419678","0.4464833736419678","0.4464833736419678","11707","11707","11707","0.5347467660903931","0.5347467660903931","0.5347467660903931","11707","11707","11707","0.6872862577438354","0.6872862577438354","0.6872862577438354"
"146","587","587","587","0.37087008357048035","0.37087008357048035","0.37087008357048035","587","587","587","0.36969292163848877","0.36969292163848877","0.36969292163848877","587","587","587","0.41132500767707825","0.41132500767707825","0.41132500767707825","11787","11787","11787","0.6851978302001953","0.6851978302001953","0.6851978302001953","11787","11787","11787","0.6857520937919617","0.6857520937919617","0.6857520937919617","11787","11787","11787","0.510117769241333","0.510117769241333","0.510117769241333","11787","11787","11787","0.5799316763877869","0.5799316763877869","0.5799316763877869","11787","11787","11787","0.9606176614761353","0.9606176614761353","0.9606176614761353","11787","11787","11787","0.6893826723098755","0.6893826723098755","0.6893826723098755","587","587","587","0.4462825357913971","0.4462825357913971","0.4462825357913971","11787","11787","11787","0.5293155312538147","0.5293155312538147","0.5293155312538147","11787","11787","11787","0.6872857809066772","0.6872857809066772","0.6872857809066772"
"147","591","591","591","0.3690357506275177","0.3690357506275177","0.3690357506275177","591","591","591","0.3657214343547821","0.3657214343547821","0.3657214343547821","591","591","591","0.4082881212234497","0.4082881212234497","0.4082881212234497","11867","11867","11867","0.681179404258728","0.681179404258728","0.681179404258728","11867","11867","11867","0.6800903677940369","0.6800903677940369","0.6800903677940369","11867","11867","11867","0.5058413147926331","0.5058413147926331","0.5058413147926331","11867","11867","11867","0.5767970085144043","0.5767970085144043","0.5767970085144043","11867","11867","11867","0.9578649997711182","0.9578649997711182","0.9578649997711182","11867","11867","11867","0.682876467704773","0.682876467704773","0.682876467704773","591","591","591","0.4363745450973511","0.4363745450973511","0.4363745450973511","11867","11867","11867","0.5242536067962646","0.5242536067962646","0.5242536067962646","11867","11867","11867","0.6801066398620605","0.6801066398620605","0.6801066398620605"
"148","595","595","595","0.3656770586967468","0.3656770586967468","0.3656770586967468","595","595","595","0.3657331168651581","0.3657331168651581","0.3657331168651581","595","595","595","0.4033427834510803","0.4033427834510803","0.4033427834510803","11947","11947","11947","0.678695559501648","0.678695559501648","0.678695559501648","11947","11947","11947","0.6892892718315125","0.6892892718315125","0.6892892718315125","11947","11947","11947","0.5064138770103455","0.5064138770103455","0.5064138770103455","11947","11947","11947","0.5793322920799255","0.5793322920799255","0.5793322920799255","11947","11947","11947","0.9698200821876526","0.9698200821876526","0.9698200821876526","11947","11947","11947","0.6867436170578003","0.6867436170578003","0.6867436170578003","595","595","595","0.43851301074028015","0.43851301074028015","0.43851301074028015","11947","11947","11947","0.5272259712219238","0.5272259712219238","0.5272259712219238","11947","11947","11947","0.6807594299316406","0.6807594299316406","0.6807594299316406"
"149","599","599","599","0.3712145984172821","0.3712145984172821","0.3712145984172821","599","599","599","0.3679625391960144","0.3679625391960144","0.3679625391960144","599","599","599","0.40896984934806824","0.40896984934806824","0.40896984934806824","12029","12029","12029","0.6700261831283569","0.6700261831283569","0.6700261831283569","12029","12029","12029","0.6728475093841553","0.6728475093841553","0.6728475093841553","12029","12029","12029","0.4984695315361023","0.4984695315361023","0.4984695315361023","12029","12029","12029","0.5696663856506348","0.5696663856506348","0.5696663856506348","12029","12029","12029","0.9638763070106506","0.9638763070106506","0.9638763070106506","12029","12029","12029","0.6781539916992188","0.6781539916992188","0.6781539916992188","599","599","599","0.44352981448173523","0.44352981448173523","0.44352981448173523","12029","12029","12029","0.5163798332214355","0.5163798332214355","0.5163798332214355","12029","12029","12029","0.672745406627655","0.672745406627655","0.672745406627655"
"150","603","603","603","0.36068347096443176","0.36068347096443176","0.36068347096443176","603","603","603","0.3605858087539673","0.3605858087539673","0.3605858087539673","603","603","603","0.3970395028591156","0.3970395028591156","0.3970395028591156","12109","12109","12109","0.664575457572937","0.664575457572937","0.664575457572937","12109","12109","12109","0.6662397384643555","0.6662397384643555","0.6662397384643555","12109","12109","12109","0.49393197894096375","0.49393197894096375","0.49393197894096375","12109","12109","12109","0.5577442049980164","0.5577442049980164","0.5577442049980164","12109","12109","12109","0.9618403911590576","0.9618403911590576","0.9618403911590576","12109","12109","12109","0.6679091453552246","0.6679091453552246","0.6679091453552246","603","603","603","0.43234384059906006","0.43234384059906006","0.43234384059906006","12109","12109","12109","0.5079742074012756","0.5079742074012756","0.5079742074012756","12109","12109","12109","0.6648680567741394","0.6648680567741394","0.6648680567741394"
"151","607","607","607","0.36327362060546875","0.36327362060546875","0.36327362060546875","607","607","607","0.3641905188560486","0.3641905188560486","0.3641905188560486","607","607","607","0.40345504879951477","0.40345504879951477","0.40345504879951477","12189","12189","12189","0.6625744700431824","0.6625744700431824","0.6625744700431824","12189","12189","12189","0.6711682081222534","0.6711682081222534","0.6711682081222534","12189","12189","12189","0.49807658791542053","0.49807658791542053","0.49807658791542053","12189","12189","12189","0.5639824867248535","0.5639824867248535","0.5639824867248535","12189","12189","12189","0.9676958322525024","0.9676958322525024","0.9676958322525024","12189","12189","12189","0.668898344039917","0.668898344039917","0.668898344039917","607","607","607","0.43781086802482605","0.43781086802482605","0.43781086802482605","12189","12189","12189","0.5143652558326721","0.5143652558326721","0.5143652558326721","12189","12189","12189","0.663991391658783","0.663991391658783","0.663991391658783"
"152","611","611","611","0.36066699028015137","0.36066699028015137","0.36066699028015137","611","611","611","0.3559018671512604","0.3559018671512604","0.3559018671512604","611","611","611","0.39914757013320923","0.39914757013320923","0.39914757013320923","12269","12269","12269","0.6583309173583984","0.6583309173583984","0.6583309173583984","12269","12269","12269","0.6580303907394409","0.6580303907394409","0.6580303907394409","12269","12269","12269","0.491178423166275","0.491178423166275","0.491178423166275","12269","12269","12269","0.5538783073425293","0.5538783073425293","0.5538783073425293","12269","12269","12269","0.9602101445198059","0.9602101445198059","0.9602101445198059","12269","12269","12269","0.6590858697891235","0.6590858697891235","0.6590858697891235","611","611","611","0.43466272950172424","0.43466272950172424","0.43466272950172424","12269","12269","12269","0.5039451718330383","0.5039451718330383","0.5039451718330383","12269","12269","12269","0.6554383635520935","0.6554383635520935","0.6554383635520935"
"153","615","615","615","0.3530381917953491","0.3530381917953491","0.3530381917953491","615","615","615","0.35294872522354126","0.35294872522354126","0.35294872522354126","615","615","615","0.3952651023864746","0.3952651023864746","0.3952651023864746","12349","12349","12349","0.6533274054527283","0.6533274054527283","0.6533274054527283","12349","12349","12349","0.6603337526321411","0.6603337526321411","0.6603337526321411","12349","12349","12349","0.49277374148368835","0.49277374148368835","0.49277374148368835","12349","12349","12349","0.5527805685997009","0.5527805685997009","0.5527805685997009","12349","12349","12349","0.9635449051856995","0.9635449051856995","0.9635449051856995","12349","12349","12349","0.6603377461433411","0.6603377461433411","0.6603377461433411","615","615","615","0.43017053604125977","0.43017053604125977","0.43017053604125977","12349","12349","12349","0.4989713132381439","0.4989713132381439","0.4989713132381439","12349","12349","12349","0.6558712720870972","0.6558712720870972","0.6558712720870972"
"154","619","619","619","0.3590471148490906","0.3590471148490906","0.3590471148490906","619","619","619","0.36097902059555054","0.36097902059555054","0.36097902059555054","619","619","619","0.40035614371299744","0.40035614371299744","0.40035614371299744","12429","12429","12429","0.645400881767273","0.645400881767273","0.645400881767273","12429","12429","12429","0.6520840525627136","0.6520840525627136","0.6520840525627136","12429","12429","12429","0.490770548582077","0.490770548582077","0.490770548582077","12429","12429","12429","0.5489770174026489","0.5489770174026489","0.5489770174026489","12429","12429","12429","0.9612714648246765","0.9612714648246765","0.9612714648246765","12429","12429","12429","0.6526377201080322","0.6526377201080322","0.6526377201080322","619","619","619","0.4307883083820343","0.4307883083820343","0.4307883083820343","12429","12429","12429","0.5005738139152527","0.5005738139152527","0.5005738139152527","12429","12429","12429","0.6522938013076782","0.6522938013076782","0.6522938013076782"
"155","623","623","623","0.36005088686943054","0.36005088686943054","0.36005088686943054","623","623","623","0.3541666269302368","0.3541666269302368","0.3541666269302368","623","623","623","0.39597225189208984","0.39597225189208984","0.39597225189208984","12509","12509","12509","0.6343277096748352","0.6343277096748352","0.6343277096748352","12509","12509","12509","0.6384690403938293","0.6384690403938293","0.6384690403938293","12509","12509","12509","0.4786989092826843","0.4786989092826843","0.4786989092826843","12509","12509","12509","0.5339773297309875","0.5339773297309875","0.5339773297309875","12509","12509","12509","0.9553634524345398","0.9553634524345398","0.9553634524345398","12509","12509","12509","0.6398304104804993","0.6398304104804993","0.6398304104804993","623","623","623","0.4294525384902954","0.4294525384902954","0.4294525384902954","12509","12509","12509","0.4888980984687805","0.4888980984687805","0.4888980984687805","12509","12509","12509","0.6330045461654663","0.6330045461654663","0.6330045461654663"
"156","627","627","627","0.3558070957660675","0.3558070957660675","0.3558070957660675","627","627","627","0.3496280610561371","0.3496280610561371","0.3496280610561371","627","627","627","0.39474937319755554","0.39474937319755554","0.39474937319755554","12589","12589","12589","0.630472719669342","0.630472719669342","0.630472719669342","12589","12589","12589","0.6401699781417847","0.6401699781417847","0.6401699781417847","12589","12589","12589","0.47952818870544434","0.47952818870544434","0.47952818870544434","12589","12589","12589","0.5338044762611389","0.5338044762611389","0.5338044762611389","12589","12589","12589","0.9542695879936218","0.9542695879936218","0.9542695879936218","12589","12589","12589","0.6417593359947205","0.6417593359947205","0.6417593359947205","627","627","627","0.4273861050605774","0.4273861050605774","0.4273861050605774","12589","12589","12589","0.4878305494785309","0.4878305494785309","0.4878305494785309","12589","12589","12589","0.6325773596763611","0.6325773596763611","0.6325773596763611"
"157","631","631","631","0.3605162799358368","0.3605162799358368","0.3605162799358368","631","631","631","0.3583628535270691","0.3583628535270691","0.3583628535270691","631","631","631","0.39597219228744507","0.39597219228744507","0.39597219228744507","12669","12669","12669","0.6272646188735962","0.6272646188735962","0.6272646188735962","12669","12669","12669","0.6335365176200867","0.6335365176200867","0.6335365176200867","12669","12669","12669","0.4782377779483795","0.4782377779483795","0.4782377779483795","12669","12669","12669","0.5304251313209534","0.5304251313209534","0.5304251313209534","12669","12669","12669","0.9583185315132141","0.9583185315132141","0.9583185315132141","12669","12669","12669","0.6356649398803711","0.6356649398803711","0.6356649398803711","631","631","631","0.4313714802265167","0.4313714802265167","0.4313714802265167","12669","12669","12669","0.4848371148109436","0.4848371148109436","0.4848371148109436","12669","12669","12669","0.6299870610237122","0.6299870610237122","0.6299870610237122"
"158","635","635","635","0.35467180609703064","0.35467180609703064","0.35467180609703064","635","635","635","0.35247331857681274","0.35247331857681274","0.35247331857681274","635","635","635","0.39713820815086365","0.39713820815086365","0.39713820815086365","12749","12749","12749","0.6250655651092529","0.6250655651092529","0.6250655651092529","12749","12749","12749","0.6278672814369202","0.6278672814369202","0.6278672814369202","12749","12749","12749","0.4773416519165039","0.4773416519165039","0.4773416519165039","12749","12749","12749","0.5249238014221191","0.5249238014221191","0.5249238014221191","12749","12749","12749","0.9589623212814331","0.9589623212814331","0.9589623212814331","12749","12749","12749","0.629953920841217","0.629953920841217","0.629953920841217","635","635","635","0.4284883737564087","0.4284883737564087","0.4284883737564087","12749","12749","12749","0.4813433587551117","0.4813433587551117","0.4813433587551117","12749","12749","12749","0.6257825493812561","0.6257825493812561","0.6257825493812561"
"159","639","639","639","0.3528992831707001","0.3528992831707001","0.3528992831707001","639","639","639","0.34816548228263855","0.34816548228263855","0.34816548228263855","639","639","639","0.39413726329803467","0.39413726329803467","0.39413726329803467","12831","12831","12831","0.6157057285308838","0.6157057285308838","0.6157057285308838","12831","12831","12831","0.6163861751556396","0.6163861751556396","0.6163861751556396","12831","12831","12831","0.4691423177719116","0.4691423177719116","0.4691423177719116","12831","12831","12831","0.5166906714439392","0.5166906714439392","0.5166906714439392","12831","12831","12831","0.9496533870697021","0.9496533870697021","0.9496533870697021","12831","12831","12831","0.6172009706497192","0.6172009706497192","0.6172009706497192","639","639","639","0.4299064576625824","0.4299064576625824","0.4299064576625824","12831","12831","12831","0.4723352789878845","0.4723352789878845","0.4723352789878845","12831","12831","12831","0.6158885359764099","0.6158885359764099","0.6158885359764099"
"160","643","643","643","0.3486443758010864","0.3486443758010864","0.3486443758010864","643","643","643","0.3464977443218231","0.3464977443218231","0.3464977443218231","643","643","643","0.3921174108982086","0.3921174108982086","0.3921174108982086","12911","12911","12911","0.6083098649978638","0.6083098649978638","0.6083098649978638","12911","12911","12911","0.6130502223968506","0.6130502223968506","0.6130502223968506","12911","12911","12911","0.46674683690071106","0.46674683690071106","0.46674683690071106","12911","12911","12911","0.5124002695083618","0.5124002695083618","0.5124002695083618","12911","12911","12911","0.9435698390007019","0.9435698390007019","0.9435698390007019","12911","12911","12911","0.6147160530090332","0.6147160530090332","0.6147160530090332","643","643","643","0.4243820011615753","0.4243820011615753","0.4243820011615753","12911","12911","12911","0.470454603433609","0.470454603433609","0.470454603433609","12911","12911","12911","0.6096497774124146","0.6096497774124146","0.6096497774124146"
"161","647","647","647","0.34659242630004883","0.34659242630004883","0.34659242630004883","647","647","647","0.35118725895881653","0.35118725895881653","0.35118725895881653","647","647","647","0.3880864977836609","0.3880864977836609","0.3880864977836609","12991","12991","12991","0.6069649457931519","0.6069649457931519","0.6069649457931519","12991","12991","12991","0.6118170619010925","0.6118170619010925","0.6118170619010925","12991","12991","12991","0.46507465839385986","0.46507465839385986","0.46507465839385986","12991","12991","12991","0.5060532689094543","0.5060532689094543","0.5060532689094543","12991","12991","12991","0.9525677561759949","0.9525677561759949","0.9525677561759949","12991","12991","12991","0.6097052097320557","0.6097052097320557","0.6097052097320557","647","647","647","0.42199602723121643","0.42199602723121643","0.42199602723121643","12991","12991","12991","0.4676492214202881","0.4676492214202881","0.4676492214202881","12991","12991","12991","0.6043476462364197","0.6043476462364197","0.6043476462364197"
"162","651","651","651","0.34821853041648865","0.34821853041648865","0.34821853041648865","651","651","651","0.34833985567092896","0.34833985567092896","0.34833985567092896","651","651","651","0.3916705846786499","0.3916705846786499","0.3916705846786499","13071","13071","13071","0.5988097190856934","0.5988097190856934","0.5988097190856934","13071","13071","13071","0.6049278974533081","0.6049278974533081","0.6049278974533081","13071","13071","13071","0.46351879835128784","0.46351879835128784","0.46351879835128784","13071","13071","13071","0.5055837631225586","0.5055837631225586","0.5055837631225586","13071","13071","13071","0.9446618556976318","0.9446618556976318","0.9446618556976318","13071","13071","13071","0.6076306104660034","0.6076306104660034","0.6076306104660034","651","651","651","0.4251084327697754","0.4251084327697754","0.4251084327697754","13071","13071","13071","0.46484246850013733","0.46484246850013733","0.46484246850013733","13071","13071","13071","0.6034952402114868","0.6034952402114868","0.6034952402114868"
"163","655","655","655","0.35158348083496094","0.35158348083496094","0.35158348083496094","655","655","655","0.34894859790802","0.34894859790802","0.34894859790802","655","655","655","0.3910755515098572","0.3910755515098572","0.3910755515098572","13151","13151","13151","0.5941447019577026","0.5941447019577026","0.5941447019577026","13151","13151","13151","0.5957420468330383","0.5957420468330383","0.5957420468330383","13151","13151","13151","0.4607453942298889","0.4607453942298889","0.4607453942298889","13151","13151","13151","0.5001056790351868","0.5001056790351868","0.5001056790351868","13151","13151","13151","0.9532848596572876","0.9532848596572876","0.9532848596572876","13151","13151","13151","0.5987372398376465","0.5987372398376465","0.5987372398376465","655","655","655","0.428411066532135","0.428411066532135","0.428411066532135","13151","13151","13151","0.4574244022369385","0.4574244022369385","0.4574244022369385","13151","13151","13151","0.5934026837348938","0.5934026837348938","0.5934026837348938"
"164","659","659","659","0.34658554196357727","0.34658554196357727","0.34658554196357727","659","659","659","0.34967613220214844","0.34967613220214844","0.34967613220214844","659","659","659","0.38911354541778564","0.38911354541778564","0.38911354541778564","13231","13231","13231","0.5915578007698059","0.5915578007698059","0.5915578007698059","13231","13231","13231","0.5933881402015686","0.5933881402015686","0.5933881402015686","13231","13231","13231","0.4615919888019562","0.4615919888019562","0.4615919888019562","13231","13231","13231","0.49614816904067993","0.49614816904067993","0.49614816904067993","13231","13231","13231","0.9551486968994141","0.9551486968994141","0.9551486968994141","13231","13231","13231","0.59648197889328","0.59648197889328","0.59648197889328","659","659","659","0.4239453077316284","0.4239453077316284","0.4239453077316284","13231","13231","13231","0.45957043766975403","0.45957043766975403","0.45957043766975403","13231","13231","13231","0.5919721126556396","0.5919721126556396","0.5919721126556396"
