"epoch","denim-frost-166 - _step","denim-frost-166 - _step__MIN","denim-frost-166 - _step__MAX","denim-frost-166 - train/accuracy_epoch","denim-frost-166 - train/accuracy_epoch__MIN","denim-frost-166 - train/accuracy_epoch__MAX","gallant-sun-165 - _step","gallant-sun-165 - _step__MIN","gallant-sun-165 - _step__MAX","gallant-sun-165 - train/accuracy_epoch","gallant-sun-165 - train/accuracy_epoch__MIN","gallant-sun-165 - train/accuracy_epoch__MAX","warm-elevator-164 - _step","warm-elevator-164 - _step__MIN","warm-elevator-164 - _step__MAX","warm-elevator-164 - train/accuracy_epoch","warm-elevator-164 - train/accuracy_epoch__MIN","warm-elevator-164 - train/accuracy_epoch__MAX","fresh-darkness-163 - _step","fresh-darkness-163 - _step__MIN","fresh-darkness-163 - _step__MAX","fresh-darkness-163 - train/accuracy_epoch","fresh-darkness-163 - train/accuracy_epoch__MIN","fresh-darkness-163 - train/accuracy_epoch__MAX","whole-eon-162 - _step","whole-eon-162 - _step__MIN","whole-eon-162 - _step__MAX","whole-eon-162 - train/accuracy_epoch","whole-eon-162 - train/accuracy_epoch__MIN","whole-eon-162 - train/accuracy_epoch__MAX","treasured-bush-159 - _step","treasured-bush-159 - _step__MIN","treasured-bush-159 - _step__MAX","treasured-bush-159 - train/accuracy_epoch","treasured-bush-159 - train/accuracy_epoch__MIN","treasured-bush-159 - train/accuracy_epoch__MAX","trim-water-158 - _step","trim-water-158 - _step__MIN","trim-water-158 - _step__MAX","trim-water-158 - train/accuracy_epoch","trim-water-158 - train/accuracy_epoch__MIN","trim-water-158 - train/accuracy_epoch__MAX","rose-fog-156 - _step","rose-fog-156 - _step__MIN","rose-fog-156 - _step__MAX","rose-fog-156 - train/accuracy_epoch","rose-fog-156 - train/accuracy_epoch__MIN","rose-fog-156 - train/accuracy_epoch__MAX","kind-durian-155 - _step","kind-durian-155 - _step__MIN","kind-durian-155 - _step__MAX","kind-durian-155 - train/accuracy_epoch","kind-durian-155 - train/accuracy_epoch__MIN","kind-durian-155 - train/accuracy_epoch__MAX","distinctive-disco-153 - _step","distinctive-disco-153 - _step__MIN","distinctive-disco-153 - _step__MAX","distinctive-disco-153 - train/accuracy_epoch","distinctive-disco-153 - train/accuracy_epoch__MIN","distinctive-disco-153 - train/accuracy_epoch__MAX","crisp-field-152 - _step","crisp-field-152 - _step__MIN","crisp-field-152 - _step__MAX","crisp-field-152 - train/accuracy_epoch","crisp-field-152 - train/accuracy_epoch__MIN","crisp-field-152 - train/accuracy_epoch__MAX","stoic-jazz-100 - _step","stoic-jazz-100 - _step__MIN","stoic-jazz-100 - _step__MAX","stoic-jazz-100 - train/accuracy_epoch","stoic-jazz-100 - train/accuracy_epoch__MIN","stoic-jazz-100 - train/accuracy_epoch__MAX"
"130","523","523","523","0.8594800233840942","0.8594800233840942","0.8594800233840942","523","523","523","0.862280011177063","0.862280011177063","0.862280011177063","523","523","523","0.8481799960136414","0.8481799960136414","0.8481799960136414","10505","10505","10505","0.7351400256156921","0.7351400256156921","0.7351400256156921","10505","10505","10505","0.7335000038146973","0.7335000038146973","0.7335000038146973","10505","10505","10505","0.8201000094413757","0.8201000094413757","0.8201000094413757","10505","10505","10505","0.7702999711036682","0.7702999711036682","0.7702999711036682","10505","10505","10505","0.6575400233268738","0.6575400233268738","0.6575400233268738","10505","10505","10505","0.7320399880409241","0.7320399880409241","0.7320399880409241","523","523","523","0.8388599753379822","0.8388599753379822","0.8388599753379822","10505","10505","10505","0.8007799983024597","0.8007799983024597","0.8007799983024597","10505","10505","10505","0.7347000241279602","0.7347000241279602","0.7347000241279602"
"131","527","527","527","0.8604199886322021","0.8604199886322021","0.8604199886322021","527","527","527","0.8618999719619751","0.8618999719619751","0.8618999719619751","527","527","527","0.8484399914741516","0.8484399914741516","0.8484399914741516","10585","10585","10585","0.7360399961471558","0.7360399961471558","0.7360399961471558","10585","10585","10585","0.7354999780654907","0.7354999780654907","0.7354999780654907","10585","10585","10585","0.8219000101089478","0.8219000101089478","0.8219000101089478","10585","10585","10585","0.7770400047302246","0.7770400047302246","0.7770400047302246","10585","10585","10585","0.656220018863678","0.656220018863678","0.656220018863678","10585","10585","10585","0.7325199842453003","0.7325199842453003","0.7325199842453003","527","527","527","0.8392400145530701","0.8392400145530701","0.8392400145530701","10585","10585","10585","0.8025799989700317","0.8025799989700317","0.8025799989700317","10585","10585","10585","0.7354599833488464","0.7354599833488464","0.7354599833488464"
"132","531","531","531","0.8605999946594238","0.8605999946594238","0.8605999946594238","531","531","531","0.8630599975585938","0.8630599975585938","0.8630599975585938","531","531","531","0.8506600260734558","0.8506600260734558","0.8506600260734558","10665","10665","10665","0.7384200096130371","0.7384200096130371","0.7384200096130371","10665","10665","10665","0.7328799962997437","0.7328799962997437","0.7328799962997437","10665","10665","10665","0.8224800229072571","0.8224800229072571","0.8224800229072571","10665","10665","10665","0.7764999866485596","0.7764999866485596","0.7764999866485596","10665","10665","10665","0.6536999940872192","0.6536999940872192","0.6536999940872192","10665","10665","10665","0.7348600029945374","0.7348600029945374","0.7348600029945374","531","531","531","0.8397200107574463","0.8397200107574463","0.8397200107574463","10665","10665","10665","0.8006200194358826","0.8006200194358826","0.8006200194358826","10665","10665","10665","0.7379400134086609","0.7379400134086609","0.7379400134086609"
"133","535","535","535","0.8618199825286865","0.8618199825286865","0.8618199825286865","535","535","535","0.8631600141525269","0.8631600141525269","0.8631600141525269","535","535","535","0.8518000245094299","0.8518000245094299","0.8518000245094299","10745","10745","10745","0.7408999800682068","0.7408999800682068","0.7408999800682068","10745","10745","10745","0.7383400201797485","0.7383400201797485","0.7383400201797485","10745","10745","10745","0.8227599859237671","0.8227599859237671","0.8227599859237671","10745","10745","10745","0.7790399789810181","0.7790399789810181","0.7790399789810181","10745","10745","10745","0.6581400036811829","0.6581400036811829","0.6581400036811829","10745","10745","10745","0.7378399968147278","0.7378399968147278","0.7378399968147278","535","535","535","0.8396999835968018","0.8396999835968018","0.8396999835968018","10745","10745","10745","0.8014799952507019","0.8014799952507019","0.8014799952507019","10745","10745","10745","0.7373600006103516","0.7373600006103516","0.7373600006103516"
"134","539","539","539","0.8645200133323669","0.8645200133323669","0.8645200133323669","539","539","539","0.8639799952507019","0.8639799952507019","0.8639799952507019","539","539","539","0.8511199951171875","0.8511199951171875","0.8511199951171875","10825","10825","10825","0.7417600154876709","0.7417600154876709","0.7417600154876709","10825","10825","10825","0.7398800253868103","0.7398800253868103","0.7398800253868103","10825","10825","10825","0.8282399773597717","0.8282399773597717","0.8282399773597717","10825","10825","10825","0.7803400158882141","0.7803400158882141","0.7803400158882141","10825","10825","10825","0.6602799892425537","0.6602799892425537","0.6602799892425537","10825","10825","10825","0.7408400177955627","0.7408400177955627","0.7408400177955627","539","539","539","0.8397200107574463","0.8397200107574463","0.8397200107574463","10825","10825","10825","0.8067600131034851","0.8067600131034851","0.8067600131034851","10825","10825","10825","0.7422000169754028","0.7422000169754028","0.7422000169754028"
"135","543","543","543","0.8655200004577637","0.8655200004577637","0.8655200004577637","543","543","543","0.8640199899673462","0.8640199899673462","0.8640199899673462","543","543","543","0.8518999814987183","0.8518999814987183","0.8518999814987183","10905","10905","10905","0.7430199980735779","0.7430199980735779","0.7430199980735779","10905","10905","10905","0.740559995174408","0.740559995174408","0.740559995174408","10905","10905","10905","0.8259199857711792","0.8259199857711792","0.8259199857711792","10905","10905","10905","0.780019998550415","0.780019998550415","0.780019998550415","10905","10905","10905","0.6577399969100952","0.6577399969100952","0.6577399969100952","10905","10905","10905","0.7410399913787842","0.7410399913787842","0.7410399913787842","543","543","543","0.842519998550415","0.842519998550415","0.842519998550415","10905","10905","10905","0.805899977684021","0.805899977684021","0.805899977684021","10905","10905","10905","0.7420399785041809","0.7420399785041809","0.7420399785041809"
"136","547","547","547","0.8647199869155884","0.8647199869155884","0.8647199869155884","547","547","547","0.864080011844635","0.864080011844635","0.864080011844635","547","547","547","0.852400004863739","0.852400004863739","0.852400004863739","10985","10985","10985","0.743120014667511","0.743120014667511","0.743120014667511","10985","10985","10985","0.7431600093841553","0.7431600093841553","0.7431600093841553","10985","10985","10985","0.8281999826431274","0.8281999826431274","0.8281999826431274","10985","10985","10985","0.7822399735450745","0.7822399735450745","0.7822399735450745","10985","10985","10985","0.6590399742126465","0.6590399742126465","0.6590399742126465","10985","10985","10985","0.7397599816322327","0.7397599816322327","0.7397599816322327","547","547","547","0.840499997138977","0.840499997138977","0.840499997138977","10985","10985","10985","0.8081600069999695","0.8081600069999695","0.8081600069999695","10985","10985","10985","0.7439600229263306","0.7439600229263306","0.7439600229263306"
"137","551","551","551","0.8632199764251709","0.8632199764251709","0.8632199764251709","551","551","551","0.8625400066375732","0.8625400066375732","0.8625400066375732","551","551","551","0.849120020866394","0.849120020866394","0.849120020866394","11065","11065","11065","0.7458199858665466","0.7458199858665466","0.7458199858665466","11065","11065","11065","0.7475799918174744","0.7475799918174744","0.7475799918174744","11065","11065","11065","0.830299973487854","0.830299973487854","0.830299973487854","11065","11065","11065","0.784600019454956","0.784600019454956","0.784600019454956","11065","11065","11065","0.6601999998092651","0.6601999998092651","0.6601999998092651","11065","11065","11065","0.7456200122833252","0.7456200122833252","0.7456200122833252","551","551","551","0.8389000296592712","0.8389000296592712","0.8389000296592712","11065","11065","11065","0.8110600113868713","0.8110600113868713","0.8110600113868713","11065","11065","11065","0.7468000054359436","0.7468000054359436","0.7468000054359436"
"138","555","555","555","0.8653600215911865","0.8653600215911865","0.8653600215911865","555","555","555","0.8668400049209595","0.8668400049209595","0.8668400049209595","555","555","555","0.8528599739074707","0.8528599739074707","0.8528599739074707","11145","11145","11145","0.7467799782752991","0.7467799782752991","0.7467799782752991","11145","11145","11145","0.7446600198745728","0.7446600198745728","0.7446600198745728","11145","11145","11145","0.829479992389679","0.829479992389679","0.829479992389679","11145","11145","11145","0.7840999960899353","0.7840999960899353","0.7840999960899353","11145","11145","11145","0.6575599908828735","0.6575599908828735","0.6575599908828735","11145","11145","11145","0.7433800101280212","0.7433800101280212","0.7433800101280212","555","555","555","0.8444399833679199","0.8444399833679199","0.8444399833679199","11145","11145","11145","0.8100600242614746","0.8100600242614746","0.8100600242614746","11145","11145","11145","0.7463799715042114","0.7463799715042114","0.7463799715042114"
"139","559","559","559","0.8648599982261658","0.8648599982261658","0.8648599982261658","559","559","559","0.8675199747085571","0.8675199747085571","0.8675199747085571","559","559","559","0.8553599715232849","0.8553599715232849","0.8553599715232849","11227","11227","11227","0.7482799887657166","0.7482799887657166","0.7482799887657166","11227","11227","11227","0.744379997253418","0.744379997253418","0.744379997253418","11227","11227","11227","0.8317400217056274","0.8317400217056274","0.8317400217056274","11227","11227","11227","0.7873200178146362","0.7873200178146362","0.7873200178146362","11227","11227","11227","0.6609399914741516","0.6609399914741516","0.6609399914741516","11227","11227","11227","0.7465800046920776","0.7465800046920776","0.7465800046920776","559","559","559","0.8459600210189819","0.8459600210189819","0.8459600210189819","11227","11227","11227","0.8140000104904175","0.8140000104904175","0.8140000104904175","11227","11227","11227","0.7483599781990051","0.7483599781990051","0.7483599781990051"
"140","563","563","563","0.8639000058174133","0.8639000058174133","0.8639000058174133","563","563","563","0.8674200177192688","0.8674200177192688","0.8674200177192688","563","563","563","0.854200005531311","0.854200005531311","0.854200005531311","11307","11307","11307","0.7494999766349792","0.7494999766349792","0.7494999766349792","11307","11307","11307","0.7479400038719177","0.7479400038719177","0.7479400038719177","11307","11307","11307","0.8327000141143799","0.8327000141143799","0.8327000141143799","11307","11307","11307","0.789680004119873","0.789680004119873","0.789680004119873","11307","11307","11307","0.6597800254821777","0.6597800254821777","0.6597800254821777","11307","11307","11307","0.748960018157959","0.748960018157959","0.748960018157959","563","563","563","0.8454999923706055","0.8454999923706055","0.8454999923706055","11307","11307","11307","0.8136799931526184","0.8136799931526184","0.8136799931526184","11307","11307","11307","0.7524200081825256","0.7524200081825256","0.7524200081825256"
"141","567","567","567","0.865880012512207","0.865880012512207","0.865880012512207","567","567","567","0.8659800291061401","0.8659800291061401","0.8659800291061401","567","567","567","0.8532800078392029","0.8532800078392029","0.8532800078392029","11387","11387","11387","0.7536200284957886","0.7536200284957886","0.7536200284957886","11387","11387","11387","0.7494999766349792","0.7494999766349792","0.7494999766349792","11387","11387","11387","0.8336399793624878","0.8336399793624878","0.8336399793624878","11387","11387","11387","0.7915800213813782","0.7915800213813782","0.7915800213813782","11387","11387","11387","0.6555399894714355","0.6555399894714355","0.6555399894714355","11387","11387","11387","0.7483999729156494","0.7483999729156494","0.7483999729156494","567","567","567","0.8414199948310852","0.8414199948310852","0.8414199948310852","11387","11387","11387","0.8162400126457214","0.8162400126457214","0.8162400126457214","11387","11387","11387","0.7486199736595154","0.7486199736595154","0.7486199736595154"
"142","571","571","571","0.8657799959182739","0.8657799959182739","0.8657799959182739","571","571","571","0.8666800260543823","0.8666800260543823","0.8666800260543823","571","571","571","0.8544600009918213","0.8544600009918213","0.8544600009918213","11467","11467","11467","0.7525799870491028","0.7525799870491028","0.7525799870491028","11467","11467","11467","0.7505800127983093","0.7505800127983093","0.7505800127983093","11467","11467","11467","0.8353400230407715","0.8353400230407715","0.8353400230407715","11467","11467","11467","0.79339998960495","0.79339998960495","0.79339998960495","11467","11467","11467","0.6602399945259094","0.6602399945259094","0.6602399945259094","11467","11467","11467","0.7529799938201904","0.7529799938201904","0.7529799938201904","571","571","571","0.8435999751091003","0.8435999751091003","0.8435999751091003","11467","11467","11467","0.8169800043106079","0.8169800043106079","0.8169800043106079","11467","11467","11467","0.7524600028991699","0.7524600028991699","0.7524600028991699"
"143","575","575","575","0.8677999973297119","0.8677999973297119","0.8677999973297119","575","575","575","0.8689600229263306","0.8689600229263306","0.8689600229263306","575","575","575","0.8575599789619446","0.8575599789619446","0.8575599789619446","11547","11547","11547","0.7559199929237366","0.7559199929237366","0.7559199929237366","11547","11547","11547","0.7531999945640564","0.7531999945640564","0.7531999945640564","11547","11547","11547","0.8382599949836731","0.8382599949836731","0.8382599949836731","11547","11547","11547","0.7965999841690063","0.7965999841690063","0.7965999841690063","11547","11547","11547","0.6609200239181519","0.6609200239181519","0.6609200239181519","11547","11547","11547","0.7562000155448914","0.7562000155448914","0.7562000155448914","575","575","575","0.8459399938583374","0.8459399938583374","0.8459399938583374","11547","11547","11547","0.8217200040817261","0.8217200040817261","0.8217200040817261","11547","11547","11547","0.75764000415802","0.75764000415802","0.75764000415802"
"144","579","579","579","0.8670799732208252","0.8670799732208252","0.8670799732208252","579","579","579","0.8670600056648254","0.8670600056648254","0.8670600056648254","579","579","579","0.8529999852180481","0.8529999852180481","0.8529999852180481","11627","11627","11627","0.7573599815368652","0.7573599815368652","0.7573599815368652","11627","11627","11627","0.7563599944114685","0.7563599944114685","0.7563599944114685","11627","11627","11627","0.8362399935722351","0.8362399935722351","0.8362399935722351","11627","11627","11627","0.7973600029945374","0.7973600029945374","0.7973600029945374","11627","11627","11627","0.6629999876022339","0.6629999876022339","0.6629999876022339","11627","11627","11627","0.7562800049781799","0.7562800049781799","0.7562800049781799","579","579","579","0.8426799774169922","0.8426799774169922","0.8426799774169922","11627","11627","11627","0.8200200200080872","0.8200200200080872","0.8200200200080872","11627","11627","11627","0.7577199935913086","0.7577199935913086","0.7577199935913086"
"145","583","583","583","0.8666399717330933","0.8666399717330933","0.8666399717330933","583","583","583","0.8675199747085571","0.8675199747085571","0.8675199747085571","583","583","583","0.8553199768066406","0.8553199768066406","0.8553199768066406","11707","11707","11707","0.7598400115966797","0.7598400115966797","0.7598400115966797","11707","11707","11707","0.7577599883079529","0.7577599883079529","0.7577599883079529","11707","11707","11707","0.83815997838974","0.83815997838974","0.83815997838974","11707","11707","11707","0.7966799736022949","0.7966799736022949","0.7966799736022949","11707","11707","11707","0.6628999710083008","0.6628999710083008","0.6628999710083008","11707","11707","11707","0.7588800191879272","0.7588800191879272","0.7588800191879272","583","583","583","0.8433799743652344","0.8433799743652344","0.8433799743652344","11707","11707","11707","0.8210999965667725","0.8210999965667725","0.8210999965667725","11707","11707","11707","0.7599200010299683","0.7599200010299683","0.7599200010299683"
"146","587","587","587","0.8689200282096863","0.8689200282096863","0.8689200282096863","587","587","587","0.8690599799156189","0.8690599799156189","0.8690599799156189","587","587","587","0.855400025844574","0.855400025844574","0.855400025844574","11787","11787","11787","0.7611600160598755","0.7611600160598755","0.7611600160598755","11787","11787","11787","0.760640025138855","0.760640025138855","0.760640025138855","11787","11787","11787","0.8405200242996216","0.8405200242996216","0.8405200242996216","11787","11787","11787","0.8010799884796143","0.8010799884796143","0.8010799884796143","11787","11787","11787","0.6656200289726257","0.6656200289726257","0.6656200289726257","11787","11787","11787","0.7595400214195251","0.7595400214195251","0.7595400214195251","587","587","587","0.8439199924468994","0.8439199924468994","0.8439199924468994","11787","11787","11787","0.8240000009536743","0.8240000009536743","0.8240000009536743","11787","11787","11787","0.7617400288581848","0.7617400288581848","0.7617400288581848"
"147","591","591","591","0.8701800107955933","0.8701800107955933","0.8701800107955933","591","591","591","0.8716199994087219","0.8716199994087219","0.8716199994087219","591","591","591","0.8575199842453003","0.8575199842453003","0.8575199842453003","11867","11867","11867","0.7629200220108032","0.7629200220108032","0.7629200220108032","11867","11867","11867","0.7610399723052979","0.7610399723052979","0.7610399723052979","11867","11867","11867","0.8426200151443481","0.8426200151443481","0.8426200151443481","11867","11867","11867","0.8014400005340576","0.8014400005340576","0.8014400005340576","11867","11867","11867","0.667140007019043","0.667140007019043","0.667140007019043","11867","11867","11867","0.7624199986457825","0.7624199986457825","0.7624199986457825","591","591","591","0.8485599756240845","0.8485599756240845","0.8485599756240845","11867","11867","11867","0.8257200121879578","0.8257200121879578","0.8257200121879578","11867","11867","11867","0.7641599774360657","0.7641599774360657","0.7641599774360657"
"148","595","595","595","0.8714399933815002","0.8714399933815002","0.8714399933815002","595","595","595","0.8700600266456604","0.8700600266456604","0.8700600266456604","595","595","595","0.8585399985313416","0.8585399985313416","0.8585399985313416","11947","11947","11947","0.7613199949264526","0.7613199949264526","0.7613199949264526","11947","11947","11947","0.7571399807929993","0.7571399807929993","0.7571399807929993","11947","11947","11947","0.8414999842643738","0.8414999842643738","0.8414999842643738","11947","11947","11947","0.8009799718856812","0.8009799718856812","0.8009799718856812","11947","11947","11947","0.6609399914741516","0.6609399914741516","0.6609399914741516","11947","11947","11947","0.7595599889755249","0.7595599889755249","0.7595599889755249","595","595","595","0.8476799726486206","0.8476799726486206","0.8476799726486206","11947","11947","11947","0.8226199746131897","0.8226199746131897","0.8226199746131897","11947","11947","11947","0.7605800032615662","0.7605800032615662","0.7605800032615662"
"149","599","599","599","0.8687000274658203","0.8687000274658203","0.8687000274658203","599","599","599","0.8707200288772583","0.8707200288772583","0.8707200288772583","599","599","599","0.8557400107383728","0.8557400107383728","0.8557400107383728","12029","12029","12029","0.7673199772834778","0.7673199772834778","0.7673199772834778","12029","12029","12029","0.7645000219345093","0.7645000219345093","0.7645000219345093","12029","12029","12029","0.8442800045013428","0.8442800045013428","0.8442800045013428","12029","12029","12029","0.8060600161552429","0.8060600161552429","0.8060600161552429","12029","12029","12029","0.6647199988365173","0.6647199988365173","0.6647199988365173","12029","12029","12029","0.7656400203704834","0.7656400203704834","0.7656400203704834","599","599","599","0.844980001449585","0.844980001449585","0.844980001449585","12029","12029","12029","0.8294600248336792","0.8294600248336792","0.8294600248336792","12029","12029","12029","0.7656199932098389","0.7656199932098389","0.7656199932098389"
"150","603","603","603","0.8726999759674072","0.8726999759674072","0.8726999759674072","603","603","603","0.8722000122070312","0.8722000122070312","0.8722000122070312","603","603","603","0.8622400164604187","0.8622400164604187","0.8622400164604187","12109","12109","12109","0.7686200141906738","0.7686200141906738","0.7686200141906738","12109","12109","12109","0.7674199938774109","0.7674199938774109","0.7674199938774109","12109","12109","12109","0.8453599810600281","0.8453599810600281","0.8453599810600281","12109","12109","12109","0.8078399896621704","0.8078399896621704","0.8078399896621704","12109","12109","12109","0.6646000146865845","0.6646000146865845","0.6646000146865845","12109","12109","12109","0.764959990978241","0.764959990978241","0.764959990978241","603","603","603","0.8493199944496155","0.8493199944496155","0.8493199944496155","12109","12109","12109","0.8305400013923645","0.8305400013923645","0.8305400013923645","12109","12109","12109","0.7679600119590759","0.7679600119590759","0.7679600119590759"
"151","607","607","607","0.8707000017166138","0.8707000017166138","0.8707000017166138","607","607","607","0.8713399767875671","0.8713399767875671","0.8713399767875671","607","607","607","0.858460009098053","0.858460009098053","0.858460009098053","12189","12189","12189","0.7687600255012512","0.7687600255012512","0.7687600255012512","12189","12189","12189","0.7651399970054626","0.7651399970054626","0.7651399970054626","12189","12189","12189","0.8449199795722961","0.8449199795722961","0.8449199795722961","12189","12189","12189","0.8062599897384644","0.8062599897384644","0.8062599897384644","12189","12189","12189","0.6632199883460999","0.6632199883460999","0.6632199883460999","12189","12189","12189","0.7665600180625916","0.7665600180625916","0.7665600180625916","607","607","607","0.8467000126838684","0.8467000126838684","0.8467000126838684","12189","12189","12189","0.8289200067520142","0.8289200067520142","0.8289200067520142","12189","12189","12189","0.7700999975204468","0.7700999975204468","0.7700999975204468"
"152","611","611","611","0.8730199933052063","0.8730199933052063","0.8730199933052063","611","611","611","0.8758000135421753","0.8758000135421753","0.8758000135421753","611","611","611","0.8599600195884705","0.8599600195884705","0.8599600195884705","12269","12269","12269","0.7691400051116943","0.7691400051116943","0.7691400051116943","12269","12269","12269","0.7689399719238281","0.7689399719238281","0.7689399719238281","12269","12269","12269","0.8471800088882446","0.8471800088882446","0.8471800088882446","12269","12269","12269","0.8096399903297424","0.8096399903297424","0.8096399903297424","12269","12269","12269","0.6644999980926514","0.6644999980926514","0.6644999980926514","12269","12269","12269","0.7687199711799622","0.7687199711799622","0.7687199711799622","611","611","611","0.8481000065803528","0.8481000065803528","0.8481000065803528","12269","12269","12269","0.8326200246810913","0.8326200246810913","0.8326200246810913","12269","12269","12269","0.7713800072669983","0.7713800072669983","0.7713800072669983"
"153","615","615","615","0.875980019569397","0.875980019569397","0.875980019569397","615","615","615","0.8751800060272217","0.8751800060272217","0.8751800060272217","615","615","615","0.8609600067138672","0.8609600067138672","0.8609600067138672","12349","12349","12349","0.7724999785423279","0.7724999785423279","0.7724999785423279","12349","12349","12349","0.7707800269126892","0.7707800269126892","0.7707800269126892","12349","12349","12349","0.8459200263023376","0.8459200263023376","0.8459200263023376","12349","12349","12349","0.80867999792099","0.80867999792099","0.80867999792099","12349","12349","12349","0.6622999906539917","0.6622999906539917","0.6622999906539917","12349","12349","12349","0.7688599824905396","0.7688599824905396","0.7688599824905396","615","615","615","0.8499199748039246","0.8499199748039246","0.8499199748039246","12349","12349","12349","0.834119975566864","0.834119975566864","0.834119975566864","12349","12349","12349","0.7700999975204468","0.7700999975204468","0.7700999975204468"
"154","619","619","619","0.8721399903297424","0.8721399903297424","0.8721399903297424","619","619","619","0.8734800219535828","0.8734800219535828","0.8734800219535828","619","619","619","0.861299991607666","0.861299991607666","0.861299991607666","12429","12429","12429","0.7748799920082092","0.7748799920082092","0.7748799920082092","12429","12429","12429","0.773419976234436","0.773419976234436","0.773419976234436","12429","12429","12429","0.8474000096321106","0.8474000096321106","0.8474000096321106","12429","12429","12429","0.8119400143623352","0.8119400143623352","0.8119400143623352","12429","12429","12429","0.6628199815750122","0.6628199815750122","0.6628199815750122","12429","12429","12429","0.7727599740028381","0.7727599740028381","0.7727599740028381","619","619","619","0.8504599928855896","0.8504599928855896","0.8504599928855896","12429","12429","12429","0.8343200087547302","0.8343200087547302","0.8343200087547302","12429","12429","12429","0.7738800048828125","0.7738800048828125","0.7738800048828125"
"155","623","623","623","0.8738200068473816","0.8738200068473816","0.8738200068473816","623","623","623","0.8758000135421753","0.8758000135421753","0.8758000135421753","623","623","623","0.8614400029182434","0.8614400029182434","0.8614400029182434","12509","12509","12509","0.7797399759292603","0.7797399759292603","0.7797399759292603","12509","12509","12509","0.7771599888801575","0.7771599888801575","0.7771599888801575","12509","12509","12509","0.852180004119873","0.852180004119873","0.852180004119873","12509","12509","12509","0.8165799975395203","0.8165799975395203","0.8165799975395203","12509","12509","12509","0.6654000282287598","0.6654000282287598","0.6654000282287598","12509","12509","12509","0.7767800092697144","0.7767800092697144","0.7767800092697144","623","623","623","0.8497599959373474","0.8497599959373474","0.8497599959373474","12509","12509","12509","0.8385000228881836","0.8385000228881836","0.8385000228881836","12509","12509","12509","0.7801799774169922","0.7801799774169922","0.7801799774169922"
"156","627","627","627","0.873740017414093","0.873740017414093","0.873740017414093","627","627","627","0.8753200173377991","0.8753200173377991","0.8753200173377991","627","627","627","0.8621399998664856","0.8621399998664856","0.8621399998664856","12589","12589","12589","0.7786999940872192","0.7786999940872192","0.7786999940872192","12589","12589","12589","0.7752799987792969","0.7752799987792969","0.7752799987792969","12589","12589","12589","0.8510000109672546","0.8510000109672546","0.8510000109672546","12589","12589","12589","0.8171399831771851","0.8171399831771851","0.8171399831771851","12589","12589","12589","0.6695200204849243","0.6695200204849243","0.6695200204849243","12589","12589","12589","0.7768999934196472","0.7768999934196472","0.7768999934196472","627","627","627","0.8493199944496155","0.8493199944496155","0.8493199944496155","12589","12589","12589","0.8389000296592712","0.8389000296592712","0.8389000296592712","12589","12589","12589","0.777899980545044","0.777899980545044","0.777899980545044"
"157","631","631","631","0.8729000091552734","0.8729000091552734","0.8729000091552734","631","631","631","0.8742799758911133","0.8742799758911133","0.8742799758911133","631","631","631","0.8608800172805786","0.8608800172805786","0.8608800172805786","12669","12669","12669","0.7815600037574768","0.7815600037574768","0.7815600037574768","12669","12669","12669","0.7800599932670593","0.7800599932670593","0.7800599932670593","12669","12669","12669","0.8523200154304504","0.8523200154304504","0.8523200154304504","12669","12669","12669","0.8186399936676025","0.8186399936676025","0.8186399936676025","12669","12669","12669","0.664139986038208","0.664139986038208","0.664139986038208","12669","12669","12669","0.7779800295829773","0.7779800295829773","0.7779800295829773","631","631","631","0.8491600155830383","0.8491600155830383","0.8491600155830383","12669","12669","12669","0.8405600190162659","0.8405600190162659","0.8405600190162659","12669","12669","12669","0.7817400097846985","0.7817400097846985","0.7817400097846985"
"158","635","635","635","0.8742200136184692","0.8742200136184692","0.8742200136184692","635","635","635","0.8761799931526184","0.8761799931526184","0.8761799931526184","635","635","635","0.8615599870681763","0.8615599870681763","0.8615599870681763","12749","12749","12749","0.7813799977302551","0.7813799977302551","0.7813799977302551","12749","12749","12749","0.7824599742889404","0.7824599742889404","0.7824599742889404","12749","12749","12749","0.8533400297164917","0.8533400297164917","0.8533400297164917","12749","12749","12749","0.8204600214958191","0.8204600214958191","0.8204600214958191","12749","12749","12749","0.6646400094032288","0.6646400094032288","0.6646400094032288","12749","12749","12749","0.7799800038337708","0.7799800038337708","0.7799800038337708","635","635","635","0.8523399829864502","0.8523399829864502","0.8523399829864502","12749","12749","12749","0.8399199843406677","0.8399199843406677","0.8399199843406677","12749","12749","12749","0.7830600142478943","0.7830600142478943","0.7830600142478943"
